"meth_s1","meth_s2","meth_s3","meth_s4","meth_s5","meth_s6","meth_s7","meth_s8","meth_s9","meth_s10","meth_s11","meth_s12","expr_s1","expr_s2","expr_s3","expr_s4","expr_s5","expr_s6","expr_s7","expr_s8","expr_s9","expr_s10","expr_s11","expr_s12","cor_p","direction","annotation","weak_enhancer","strong_enhancer"
0.424038943954815,0.207294094676201,0.129793954912922,0.189293992964544,0.141960389680823,0.129380583979712,0.0990336829437426,0.0682006245647273,0.0161807476376221,0.15669366506498,0.105874080443608,0.0892236975918671,1.19471424492403,0.0537546298315064,-2.16463336994517,-0.793901240884906,1.0675234156771,0.914993827291003,-1.56626604441311,-0.862171618648557,1.38164116952752,-1.9527293421673,1.08806108522091,0.0980059459260553,0.0876273801075356,"hypo","Intergenic",0.351851851851852,0
0.230833790189577,0.244133622383223,0.188196554042456,0.228709349801736,0.263653549915318,0.137865443816832,0.175075782921998,0.080484496832521,0.0524410917397377,0.140041385877351,0.163464571299292,0.0903146708544866,-1.39776608646745,-1.19320038522177,-1.42280749327418,-0.885057463598129,-1.00213920432944,0.796154944158084,-0.484097438697019,0.904721258296135,1.35923925432224,0.504379035069891,3.12032771179036,2.84546961353476,2.33162520958045,"hypo","Intergenic",0,1
0.204152883573339,0.300342975455324,0.378800384514508,0.244978478706987,0.309656353797877,0.0950938180638264,0.20842807523471,0.102209014553803,0.085811238349224,0.100541836943273,0.212675405376765,0.139871168809498,-2.42531604123502,-0.951051380312913,-2.10185502637867,-1.39293132711865,0.237860299137148,-0.100004182080319,0.398011261766977,1.00713809148398,3.44549840018626,1.53959854841736,-0.738621311293584,1.9454287795014,1.55354745059081,"hypo","intron",0,0
0.475958239243255,0.471502059311749,0.528338909498197,0.112047642021254,0.225231265999625,0.333419150280197,0.122410130845726,0.328210207592881,0.222181482255925,0.146965208493297,0.239475363344032,0.0842427522207635,-3.42709152791657,0.622739733464998,-1.47220663294479,2.05184783776263,0.704851125880905,-1.34347702601225,0.858891161543907,0.144145788738121,3.62358800165507,-7.35059674493252,-0.553382120794625,1.03843797012373,1.45841922285504,"hypo","Intergenic",0,0
0.410644647758387,0.361581094601231,0.250807435282159,0.271184241794968,0.41032906645356,0.245662719813973,0.301746226640376,0.263726960474537,0.135910061890977,0.246573226982222,0.209022991204067,0.259269351441382,0.938011271079007,1.77574035808236,0.0232339649870153,-1.00509204432956,-0.758206738424928,-0.204212552218904,-1.39078468047425,-1.30499536106718,1.39937971496952,-2.9245504583172,0.911881745005032,1.68318469727465,0.0274901325369489,"hypo","Intergenic",0,0
0.449829261764002,0.527259689930148,0.267948120877391,0.3280675647806,0.400436531576598,0.329654790145762,0.225265650965758,0.264349956908683,0.102455180347041,0.180248533374905,0.276993578725122,0.239541637159378,-0.391517495396358,-2.1012676879563,-1.96511051297234,-1.31182497512316,1.01224552690016,2.81705321836186,-1.40091822328593,2.5165804867017,0.773082904001143,0.575172240638756,-0.311328098507894,1.05508812077328,0.54258607040798,"hypo","Intergenic",0.833333333333333,0
0.332971395348303,0.511999202900404,0.26842588847338,0.159009350499033,0.307101150400129,0.340546337746734,0.201249018494308,0.138369250859485,0.0984122798596616,0.281698115418498,0.159355280998571,0.0901391501165693,-3.56109765972013,0.683820430521283,-0.414498493408034,-0.408943620788058,0.681517343425178,1.66963847998615,2.21469840216348,-1.19241105693514,2.76529806608852,-3.10302118083024,-1.21668145057122,0.197558367769845,0.060990049349572,"hypo","intron",0,0
0.292285272339701,0.460401262899412,0.24750569565528,0.166203851657546,0.394889351264003,0.177299475592076,0.216624746217224,0.11970374822849,0.121407813445301,0.282416467581716,0.165004911800278,0.131845864165845,-0.557834335965768,0.55716657406472,-1.13307948597688,-1.61161168254169,0.00444968200689082,0.868327831991202,-1.77052116544368,0.947395753044457,1.262576448332,-1.60957691157903,1.12104052726504,0.923150892414407,1.15071018708644,"hypo","others",0,0
0.378551547720277,0.552146101820643,0.329974749233205,0.260617796640597,0.334067729804351,0.334496383402885,0.171276354378789,0.0014020070278189,0.12437167305395,0.23497260772729,0.270038893088948,0.146013480907233,-0.254181051983275,-2.74240408808132,1.86268177075788,-2.43125006430378,0.285374391978903,1.50072810071393,-1.00073289272051,-1.02994112547404,0.853108063772358,-1.11231043389485,2.16117585968139,0.757954947607475,0.00382554652684836,"hypo","intron",0,1
0.359932581715966,0.414334707321441,0.280215185598329,0.276750668820427,0.383875541178263,0.247890974951288,0.190768290977893,0.109399659633715,0.224844481815393,0.209391730764712,0.325720902889344,0.24446152998662,0.445366601394393,-1.58115846699735,-1.08510281019835,1.92354642609205,1.74975308936281,1.1112020263976,-0.0395066382937392,0.97049516210742,0.77125353076524,-1.77086441199023,-1.88738348401876,-0.592549405175212,0.0876273801075356,"hypo","Intergenic",0,0
0.341998760267002,0.437188046437701,0.249361875202981,0.267049713314821,0.233923189612177,0.239762868879266,0.23229966597942,0.0381669395599326,0.239524274064006,0.149575352925362,0.186317212491143,0.227693010960147,-2.53975908538601,-0.327561333892039,-1.67835085827519,-0.725519404672725,1.09032437693163,1.94312874114889,1.63695904825724,-1.21336933374808,2.16827179227091,-0.891424278081348,-0.047645916141639,0.478236841346954,0.135029091510485,"hypo","intron",0,1
0.502172036119717,0.585557339732659,0.393594515511155,0.363031547627391,0.520870030274115,0.315287517061614,0.319817810021638,0.161958959397177,0.227482581503026,0.368571564434938,0.267817163945768,0.424046579144994,-0.506108238032133,-0.115295602407495,-0.301423735186185,-1.20816442709493,-1.7905615135445,-0.665914312742777,-2.35164135093757,3.26998448410881,1.69031109409176,-0.242684130852041,1.98752077094547,1.34927935222381,0.696862337440251,"hypo","Intergenic",0,0
0.391658727280772,0.57992569755145,0.341399965383536,0.430610761538496,0.398447688969753,0.208204254159942,0.323133316166654,0.307753095518296,0.219030584371682,0.259898992870092,0.279723064407274,0.364481102779457,-0.158367398773089,-0.168840856543311,1.96468517078347,-1.93738888628638,-2.06691851529435,-0.273383676173639,-1.35870252910475,1.16849129406709,-1.21045531653943,0.690379664982301,2.26118433303058,1.31087881808483,0.353102188971722,"hypo","intron",0,0
0.511990365880508,0.527136105766965,0.317421322873891,0.358915382396688,0.447705403098736,0.196669233714906,0.302496438939723,0.229319081128746,0.320315611944633,0.27400284783579,0.267544478477222,0.251261838655621,0.467224248007155,-0.927386484123462,-0.68297164383413,-0.966645841426801,-4.22685029489684,0.27930658552239,-2.56582835024489,2.56242842078367,0.0410075017406862,2.82618766955629,-0.296907638440513,2.08637327255468,1.10071071500536,"hypo","Intergenic",0,0
0.402601291876461,0.551956078396793,0.370130599543204,0.346756228397554,0.477057211432377,0.262849562310221,0.243355252573946,0.197285273724324,0.272760296751406,0.30822210906441,0.33489505890452,0.314153261232045,-2.83712603147257,-0.235054925094526,-1.41665721338484,-2.34535630577174,0.877077667399155,2.16892228791299,0.77616137072914,2.1199763680612,0.857799680325861,-1.57178996864786,0.126021163862743,0.58644222481034,1.12550492363455,"hypo","Intergenic",0,0
0.419645140487664,0.577328852137109,0.408185960156448,0.383148070184979,0.449124806371852,0.305296107922903,0.325573386840118,0.257256632133892,0.268789819162702,0.285410993426857,0.324148083353447,0.246579650148888,-0.646603596995182,-1.73510129031923,0.285140092692376,-0.537501844475699,-0.867557305959957,-1.3313723706591,-1.36091251708014,2.57374036840605,0.593897961082356,3.39151686493796,1.56725015972769,0.93674690458753,1.76182780692787,"hypo","Intergenic",0.76036866359447,0.873271889400922
0.393140026121898,0.720509830744479,0.200840037559956,0.458340553575468,0.429664323387887,0.322746838667041,0.255255974623253,0.254845433154893,0.31266712743923,0.290697790224351,0.255350930210954,0.20860536110294,-0.603034945538503,0.243233048951519,0.856363132045375,-3.30643292430342,0.0298007755410817,2.15769240879958,-2.20205347276178,0.420728855333549,1.16533102665105,-3.03824181292945,0.748771863086082,0.506190743342675,0.558728350678617,"hypo","Intergenic",0,0
0.43292709108618,0.475487121021746,0.34983490758861,0.4088865210938,0.327257998656365,0.308251029700972,0.268706902491094,0.118009708249771,0.369022247895023,0.286593801427478,0.251156955151833,0.209007322899383,1.64448153720846,-1.46437473362993,-2.3365551716929,-0.556944073526221,0.867882744085867,-1.45794080285763,-0.589123389856563,2.2599824618557,0.443476945239034,1.3863125164699,0.772013078843943,-0.865677018398328,0.366415119855955,"hypo","intron",0,0
0.346306481251518,0.505362951213725,0.228359974313624,0.40652396177784,0.314541085618548,0.321060769162353,0.251571012613645,0.238769261702287,0.306614291564302,0.337454403246527,0.20217128356444,0.300597673918928,-0.790763653814434,0.394077336308831,0.964223482801812,-2.07845154657802,0.520160222590291,1.05162333026651,-2.30032572594157,0.346517663082666,0.753132552337422,-2.69838550220641,1.37479617570179,-0.108896056728585,0.75306583970016,"hypo","intron",0,1
0.464229146343383,0.406046789623068,0.394539320741182,0.381849225313127,0.404526993996319,0.405827666437812,0.254731903171174,0.290116053939313,0.0638117910397679,0.24164793249932,0.440855724346951,0.417391584394703,0.602662812089658,-0.575932073464591,0.377305518732583,2.64343361824106,-0.890015870491366,1.34738865660658,1.74580490419735,-0.91613496269812,-2.25060482666149,1.19234260590241,-2.9402467360872,-1.13761668667714,0.289448968931713,"hypo","others",0,0
0.387480296653091,0.453564530657768,0.348807448930284,0.52202760983264,0.279794109976987,0.350727667312693,0.304279396617351,0.297523627720011,0.178738103101172,0.342532345790458,0.350876481701729,0.42484274889295,-2.86464641065525,-3.13987566188699,-1.7469675057155,0.736505274807777,-0.673094800582728,1.54210930153578,0.68121640080091,3.56650638904376,-0.0779988930632993,0.110003433335416,1.48506590799643,-0.514729817579,0.265301341112434,"hypo","Intergenic",0,0
0.405902363280454,0.577511117996501,0.360064307719323,0.398684022532474,0.387595483811888,0.435846475956632,0.278922804097394,0.270571601775021,0.259355144047113,0.265746467675013,0.40037296184206,0.378707289627977,0.253810163772003,-1.23002678856514,0.473782506695364,-1.95676145490009,-1.60658005521197,1.71451287775536,-2.30319327862782,3.46509869312307,0.828781207037391,-0.42312157801843,1.23925091161378,0.464103632676999,0.0786011667842215,"hypo","intron",0,0
0.390142371475517,0.379691717655083,0.512614930002556,0.382727185004867,0.383705692911784,0.305075794810293,0.237869132198106,0.334416306339067,0.272034497632448,0.275654278109533,0.251498796422287,0.381517071799648,-2.45892498969417,1.58708559529327,-0.31382633378022,-1.48955621620648,0.71582971505128,2.23084306156851,1.0997411100523,-0.677945227150745,-0.211466053999574,-1.61922596757753,-0.579181426986589,1.45640443302003,0.265301341112434,"hypo","intron",0.700996677740864,1
0.466778675859564,0.457133468014791,0.42807872817037,0.391394502422277,0.464078599389673,0.41248327341373,0.353675196642605,0.159636532030692,0.321501470808877,0.35160385676691,0.353883706606927,0.370841495882687,0.762201993109388,-1.75696179594664,-0.766144099016068,-0.232138975779721,-3.58002324367083,-2.3770936590533,-0.0676142420533608,1.40681580904161,-0.217556548884626,2.76508235940226,0.990384295260844,1.28782937331018,1.5212277361046,"hypo","Intergenic",0,0
0.380476627592006,0.331165266912162,0.481863024675372,0.432042519072062,0.459610130082762,0.398035975735506,0.258932084259928,0.0615345933829721,0.257679440547767,0.317392177887255,0.345319974574148,0.38927540105293,0.207996364393997,0.683511600408358,-0.265981306179832,-2.0897782059821,-3.71442686739472,-0.2267947336706,-2.77900910648895,2.06562196608666,-0.188996772526269,0.626020072790952,1.25402298076549,1.95038268873404,0.93789353669856,"hypo","Intergenic",0,0
0.610028906719375,0.293929947295945,0.365640040012897,0.29685501130336,0.288618250637775,0.50631833441881,0.381480458153657,0.15451138661421,0.219224423277781,0.341277590839449,0.284414590202984,0.239450112837934,-1.81228238327456,-1.95442683224239,2.36665363917818,1.43601675419049,-1.0449480795271,-1.32660900783096,-0.507811747204082,0.0225925929504035,1.61314037574973,0.73322262042927,-0.382074474583356,1.06961134157534,0.608614540636518,"hypo","Intergenic",0.778042959427208,0
0.476651710265967,0.421912857123075,0.399889785525333,0.254893295936301,0.392732963570495,0.255963444540192,0.470765229784158,0.0875465369669182,0.214607366880413,0.288464259800548,0.334247442806808,0.360317840690046,-3.18679561984486,2.44802550302141,-0.692973537974067,-0.711644529709488,0.0609467634320754,3.00537764397322,0.683442873502448,0.637102904895512,-0.597963836920727,-1.43200832889873,-1.20375453107408,1.82484389384832,0.0524020473962208,"hypo","intron",0.32,1
0.469263976014661,0.398653593614986,0.420958775741353,0.240005066599003,0.308893970587172,0.2479962074857,0.368949736177262,0.209953690319478,0.226608358763908,0.198282517656893,0.341051265679479,0.321453744009464,-1.45391467957087,1.06737908695117,-0.747353036247119,-2.45469582667758,2.26395578001906,-2.58106465326474,-1.03860548061686,1.19274057795772,0.619571923741998,0.525222107762876,1.47706219269839,-0.165040499978902,0.219158932599615,"hypo","Intergenic",0,0.40072202166065
0.391180325022479,0.394126589063848,0.596443720630883,0.267041456918123,0.217984364373102,0.345160165481441,0.400475529510454,0.232105519051057,0.137410368343295,0.283001644206529,0.328944736823501,0.250259588455142,0.646757936799639,-0.131228131608097,-0.526600974049706,-1.94643053659855,-1.09115912185847,5.02136415319604,-0.909565724433013,2.05154755199236,0.152749948212063,-1.4966087249604,-0.192501485054771,2.69559913074304,0.0697225765730826,"hypo","intron",0,0
0.324936099402441,0.421286016285825,0.419634003349354,0.336794066474401,0.233341379326246,0.248176504506224,0.270200995773935,0.0960443200043266,0.191046976485472,0.397156415873098,0.299085167838919,0.224486629564129,-1.09251466663032,-2.59206251214515,-1.2866341650201,-1.27968473451612,2.91379403607715,1.24426784813486,0.257849709453924,0.89085941657056,1.49393660432927,-0.80107509949724,-0.247952248679399,1.02824977516374,3.51023721776254,"hypo","others",0,0.558333333333333
