"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",-0.0453286319909149,-0.496624730209405,0.236535201511776,0.404089806086027,-0.38862148180474,0.588291892634752,0.228840185664215,0.566298323925414,0.017445523986269,-0.111027737759742
"2",-0.0453286319909149,-0.496624730209405,0.236535201511776,0.404089806086027,-0.38862148180474,0.588291892634752,0.228840185664215,0.566298323925414,0.017445523986269,-0.111027737759742
"3",-0.0453286319909149,-0.496624730209405,0.236535201511776,0.404089806086027,-0.38862148180474,0.588291892634752,0.228840185664215,0.566298323925414,0.017445523986269,-0.111027737759742
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",0.201447216520507,0.346461434384905,0.222493056545319,-0.236534435550293,-0.104361130825896,-0.329782743305699,-0.0649064858601274,0.00938074529502771,-0.311319118764502,0.254731295600272
"8",0.201447216520507,0.346461434384905,0.222493056545319,-0.236534435550293,-0.104361130825896,-0.329782743305699,-0.0649064858601274,0.00938074529502771,-0.311319118764502,0.254731295600272
"9",0.201447216520507,0.346461434384905,0.222493056545319,-0.236534435550293,-0.104361130825896,-0.329782743305699,-0.0649064858601274,0.00938074529502771,-0.311319118764502,0.254731295600272
"10",0.201447216520507,0.346461434384905,0.222493056545319,-0.236534435550293,-0.104361130825896,-0.329782743305699,-0.0649064858601274,0.00938074529502771,-0.311319118764502,0.254731295600272
"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",0.642016288543653,-0.805693898026304,-0.0827044805411379,0.318256731536812,0.614827975551166,-0.0100066541614129,0.922447879058905,-0.289621480505875,0.391780058584688,0.199820584483961
"14",-0.222097677305983,-0.104140077798181,0.406796994800788,-0.581781828705387,-0.449683464920224,0.027489724958912,0.132679423156619,0.170075832136229,0.363605242596385,0.024310404034196
"15",-0.222097677305983,-0.104140077798181,0.406796994800788,-0.581781828705387,-0.449683464920224,0.027489724958912,0.132679423156619,0.170075832136229,0.363605242596385,0.024310404034196
"16",-0.222097677305983,-0.104140077798181,0.406796994800788,-0.581781828705387,-0.449683464920224,0.027489724958912,0.132679423156619,0.170075832136229,0.363605242596385,0.024310404034196
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",-0.643988572878793,-0.200037139315868,0.409079492621822,0.240682810563303,1.18516268610103,0.153929729955449,0.0420418113522635,0.972956907800276,-0.00509026421013892,0.443262400104485
"20",-0.643988572878793,-0.200037139315868,0.409079492621822,0.240682810563303,1.18516268610103,0.153929729955449,0.0420418113522635,0.972956907800276,-0.00509026421013892,0.443262400104485
"21",-0.283922526324115,-0.261719843959327,-0.288521933113416,-0.320992008968961,0.105781649557686,0.527687758746236,0.608034797960315,-0.307505970362378,-0.689415094771342,-0.344859046621217
"22",-0.283922526324115,-0.261719843959327,-0.288521933113416,-0.320992008968961,0.105781649557686,0.527687758746236,0.608034797960315,-0.307505970362378,-0.689415094771342,-0.344859046621217
"23",-0.283922526324115,-0.261719843959327,-0.288521933113416,-0.320992008968961,0.105781649557686,0.527687758746236,0.608034797960315,-0.307505970362378,-0.689415094771342,-0.344859046621217
"24",0.40237293728683,0.342511425662371,-0.56784877936273,-0.273345946380579,-0.556476666140226,0.10970383001745,0.415943062847453,0.13067076562044,-0.240252406598178,0.180894536666365
"25",0.776038542332485,0.671495740614349,-0.719933181115986,-0.24740421173548,-0.917054824313891,-0.117874852793635,0.311355347743587,0.369243776589326,0.00430209877052374,0.467150298536656
"26",0.776038542332485,0.671495740614349,-0.719933181115986,-0.24740421173548,-0.917054824313891,-0.117874852793635,0.311355347743587,0.369243776589326,0.00430209877052374,0.467150298536656
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",-0.0380931002268501,-0.587157339727359,0.476485741561112,0.00870370144634222,-0.109987500641289,0.153625799432529,0.180449668376431,0.232623141945408,0.130245280243835,0.102761319609235
"29",-0.621722320063493,-0.443064753380989,0.689693800682755,-0.0603858385058608,-0.62674765907114,0.22344515258935,0.209354020851953,-0.102822327299087,0.133402550730533,0.328600022138659
"30",0.396164307721342,-1.11214985424675,0.543614721278646,0.136211157906209,0.651676989397975,0.19043841094362,-0.351317713362482,-0.29397888753303,-0.835863635848638,-0.0447449328075478
