"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"1",0.310021153283433,0.35359624824681,0.325704087956207,0.370576930759557,0.204624936912169,0.376025721134595,0.349549139585672,0.398598619360478,0.287537745991419,0.178525664333971,0.460210365976271,0.501676769024741,0.446084299522976,0.690428741457551,0.411211519254766,0.355066835645785,0.627912624386766,0.390394162727628,0.521515043525035,0.427816358308033
"2",0.226674255514337,0.114455058089877,0.248812746053643,0.189963136798509,0.133340959091569,0.155361406673343,0.222573088736416,0.178053393761264,0.179973496419988,0.112643779051951,0.416102065223886,0.403866228658993,0.348838400115592,0.299249864209326,0.46006011366044,0.356992719130265,0.36840482622877,0.469218605720558,0.355724035869459,0.367075064400922
"3",0.179104780069578,0.22244961722827,0.104316388626833,0.20753729310512,0.256830903049983,0.13364680932418,0.156985204530858,0.15010597571642,0.277271678245928,0.0954585729966739,0.231307041782122,0.219864986289971,0.53519222810872,0.367922402320981,0.299181834895488,0.225396526995047,0.245709786982246,0.441570379951461,0.575870456380674,0.485791418587329
"4",0.13494237821442,0.202233233542551,0.240826346031591,0.254764701833081,0.103588097257734,0.21366360603914,0.222108947317593,0.247583325614241,0.226979834879914,0.25390183328971,0.573076687810877,0.349842007938179,0.458441345015213,0.33333352926626,0.504707486930556,0.236982353653341,0.315173546004591,0.525004677980241,0.30483508757125,0.298141685506843
"5",0.171387061910134,0.15459306723213,0.195328253162488,0.14493298125299,0.126633151090544,0.130985923505563,0.102598969287709,0.194484258998328,0.0798882811298395,0.108804421804201,0.49961932071263,0.403524198828178,0.242121548057867,0.349182352000031,0.343090179464723,0.250666946601675,0.530155964765021,0.255091296502517,0.439648512987296,0.216671567754606
"6",0.183857615305349,0.222253834041668,0.357056958749816,0.24138523176779,0.338619555100188,0.371952357052178,0.427619712448966,0.27784777795505,0.325384231552238,0.219953314982489,0.656728725416767,0.38859406590123,0.368089096058922,0.645425377506141,0.286891362686345,0.457261403971121,0.61993373705862,0.667596368827701,0.727764753686647,0.604727181793415
"7",0.275095460227235,0.258468498995072,0.279483722562459,0.156602178790174,0.298584229186779,0.345922029098538,0.185545149409647,0.225969064189665,0.235498068506945,0.139185658133322,0.459403998009896,0.287788975142161,0.381324729691744,0.49663713469793,0.315836437227935,0.601369224700509,0.474024216653602,0.455592315694731,0.42325952592754,0.452256083231886
"8",0.235866722554486,0.179429445820673,0.287044144129121,0.154804243567226,0.286365748275766,0.214722588368276,0.174092072308182,0.139337877938074,0.112953885521103,0.162444177589731,0.398354967626292,0.400198265565505,0.388880754598089,0.354611488675946,0.265402505889003,0.566271060035504,0.260462704968329,0.361557838299815,0.62175717888861,0.580658491265773
"9",0.279810384821972,0.218943153126228,0.166585568308162,0.124719120083489,0.163730494541115,0.146487936872798,0.235544354509902,0.140244212955557,0.31907348079291,0.20822338986566,0.363640056478903,0.22185173923954,0.466380516361474,0.516331260936872,0.56171787338331,0.25089541723951,0.448856918295482,0.463527759386404,0.566650418626304,0.283214434558194
"10",0.325539093896077,0.478624736650842,0.408724640520488,0.277329607038463,0.189300280021583,0.301621997250845,0.512127577092532,0.38592881894755,0.272450953463039,0.497472905552083,0.68726570261159,0.677241345266083,0.405377700409778,0.681927672169778,0.627038366637996,0.584525183537707,0.645562242545733,0.76538249713517,0.636684647869367,0.481613081070749
