"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"1",0.947276280584022,0.944122116343515,0.935878049959818,-0.561621746672252,-1.85031310900823,1.12758036082653,0.296293339686656,-0.883894584440026,-0.44759300163806,1.43532447633549,-1.10298659956631,-0.182467311976008,-1.34670774516097,-0.77053984772777,1.87477726593889,-0.135792305960322,0.732454743036474,-0.388508878024962,-0.0634094679790285,-0.559872034557457
"2",0.00310918944502372,1.21056735053532,1.02123211450982,1.09085680640938,1.54155928849713,0.47481921882664,-0.449624260778408,1.11502708651733,0.393824421291023,0.701224617647826,-1.32505771994812,-1.32455859948733,-0.192694599189283,-0.609190783318842,-0.999961581692161,-0.990548406648308,-1.50849548528717,-1.31580292104104,0.472506102413006,0.691208161298157
"3",1.08249556707225,0.616943707947407,1.62141368845103,-0.600584712366756,0.478665175362054,0.834041324819232,0.266932576621846,1.75519549641876,-0.66925232271626,0.825727873515894,0.627799226346211,0.176976718671437,-0.72659973594424,-1.02989913027194,-0.486534266449147,0.352980499371753,-1.07526957086948,-1.00672309665998,-1.71249258219623,-1.33181643712384
"4",0.316095701591713,1.05019259594506,-0.224798635927882,-0.172650574054885,0.505278429152171,0.71435237745643,1.24791263603486,-0.571321441753657,0.467793056140482,1.38969488823523,-1.43586922107772,-1.09936656918783,-1.87407545681672,0.739141853223309,-0.199267591693171,-0.113809717102313,0.73673107764882,-2.17228295194829,0.474635216812841,0.22161432732156
"5",0.0836979814533214,1.02760808594358,0.617406634886194,0.142519972266177,1.09366760442138,0.394287311678828,0.595417683933119,0.24655462435039,1.09969355228512,0.513384260991772,-0.87305890161815,-1.70447291215953,0.996054742265451,-1.09532190633917,-0.283515591711305,-0.259256292297993,-2.8669211278593,0.154476845053905,-0.0803878843875442,0.198165316843745
"6",1.49320124983229,1.0200488892133,0.478889688232497,0.541462498855566,0.855638881610485,0.211324093913831,0.80244419868687,0.0839349325510741,0.482113681037911,0.89048886772429,-1.7558995850192,0.459315859600826,0.406048340817371,-1.22061576540699,-0.16823733080273,0.462457839646158,-1.43990360551205,-1.15260243703268,-1.98655143533126,-0.463558862617559
"7",0.415529662996932,0.45068962984609,0.369637725988364,-0.166780410341356,-0.0934146552467658,-0.731117115938061,2.28439186101413,1.76650953081094,1.04047561367361,0.521935094523408,-1.53724719734488,-0.22480001212991,-0.133799394761705,-1.0250375510026,-0.247945655263249,-1.74392649784363,0.00158716494243507,0.465077062814777,-1.16666203860795,-0.24510281813057
"8",-1.39683147688722,0.17230216057606,1.13408019090251,2.16949821825071,0.600677609763861,-0.46404210263238,0.184932933732515,0.823774300220277,1.0075746064996,1.31141276224002,-0.744075823722699,-0.538460107742798,-0.593217807277669,-0.538117670054921,-0.223534389983726,-0.414811514417998,0.642548164685516,-0.0931085907655364,-1.87461846204699,-1.16598300133914
"9",-0.207576899215061,2.14830929724131,1.28030886441442,0.72738561348193,0.095872165739704,-0.499939982910199,-0.327390824136341,-0.517127312936805,0.742739954148244,0.703024268566034,-0.134642708405921,-0.929371198620446,-0.646960376233134,-0.781587205054474,-1.27694124234072,0.968702277172158,-2.31490294946732,-0.089790984249644,0.736071094902246,0.32381814790402
"10",1.58560468499774,-0.416402959635863,0.710649418976725,1.37356071150961,0.460307456302627,0.814949225758647,0.705477034589234,1.19930149332018,-0.0218230366517506,1.03523909884493,-0.672806066017225,0.165094582768532,-0.542902047307039,-1.79874825478517,-0.377322176327728,0.246722956310364,-0.675076312974082,-1.2300352086519,-1.81616383876519,-0.745626762262635
"11",-0.260692183385633,0.0264526478176165,0.534477439986499,0.789043666416658,-0.881003253698583,-0.910391081103033,1.19166978333292,1.07126827178183,1.88120800673955,-0.310786842810026,-0.290117542909094,-0.41031453082524,-1.02648695634491,-2.07569059632202,0.408247693612832,0.712085570953671,1.52993523715221,-0.890658697311919,-0.227626664840196,-0.860619968243135
"12",0.523080904743101,-0.514886806974917,-0.184582693949724,-1.04586899856471,1.87912748877445,1.15654654411983,-0.165135977960795,-0.0815872472891634,0.180977859479238,-0.19309176346755,-0.0980123162039435,-0.682544556233513,-0.867242616888074,1.07666171249485,-0.204363688617139,0.155638133419945,0.0660288962748302,-1.00033927138984,2.10963977751141,-2.11004537927828
